latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
1.3749,104.1571,307.2,1,1,2025-07-23,1417,Terra,MODIS,52,61.03,295.6,5.1,N,0
1.3806,100.7468,305.6,1.6,1.2,2025-07-23,1417,Terra,MODIS,51,61.03,289.1,11.8,N,0
1.3826,100.7604,308,1.6,1.2,2025-07-23,1417,Terra,MODIS,73,61.03,288.1,14.7,N,0
1.8655,100.6888,328.4,1.6,1.2,2025-07-23,1418,Terra,MODIS,100,61.03,295.9,47.2,N,0
1.8674,100.7024,312.3,1.6,1.2,2025-07-23,1418,Terra,MODIS,85,61.03,294.4,17.6,N,0
1.8725,100.66,305.2,1.6,1.2,2025-07-23,1418,Terra,MODIS,63,61.03,294.6,7.8,N,0
1.8744,100.6736,315.6,1.6,1.2,2025-07-23,1418,Terra,MODIS,92,61.03,295.1,21.8,N,0
1.8763,100.6872,324.5,1.6,1.2,2025-07-23,1418,Terra,MODIS,100,61.03,295.2,38.1,N,0
1.8942,100.6569,320.4,1.6,1.2,2025-07-23,1418,Terra,MODIS,100,61.03,294.5,29.2,N,0
1.8961,100.6705,316.7,1.6,1.2,2025-07-23,1418,Terra,MODIS,94,61.03,294.7,22.2,N,0
1.8966,100.6509,305.7,1.6,1.2,2025-07-23,1418,Terra,MODIS,65,61.03,294.3,8.2,N,0
1.8986,100.6645,324.6,1.6,1.2,2025-07-23,1418,Terra,MODIS,100,61.03,295,38.5,N,0
1.9092,100.7651,304.7,1.5,1.2,2025-07-23,1418,Terra,MODIS,61,61.03,294.5,7.3,N,0
1.9094,100.663,310,1.6,1.2,2025-07-23,1418,Terra,MODIS,79,61.03,294.4,13.6,N,0
1.9114,100.6766,323.3,1.6,1.2,2025-07-23,1418,Terra,MODIS,100,61.03,295.2,35.8,N,0
1.9662,100.514,303.7,1.6,1.2,2025-07-23,1418,Terra,MODIS,55,61.03,293.6,6.9,N,0
1.9678,100.5075,303.6,1.6,1.2,2025-07-23,1418,Terra,MODIS,56,61.03,293.6,7.6,N,0
2.2854,100.3289,304.1,1.6,1.3,2025-07-23,1418,Terra,MODIS,49,61.03,292.7,9.2,N,0
2.482,100.2592,305.3,1.6,1.3,2025-07-23,1418,Terra,MODIS,54,61.03,293.8,8.2,N,0
1.873,100.6969,308.3,3.5,1.8,2025-07-23,2040,Aqua,MODIS,74,61.03,289.6,48.3,N,0
0.3973,102.9439,314.1,1.2,1.1,2025-07-24,236,Terra,MODIS,29,61.03,298.2,9,D,0
0.4956,101.3673,315.4,1,1,2025-07-24,236,Terra,MODIS,53,61.03,296.9,5.9,D,2
0.6293,100.4375,311.9,1,1,2025-07-24,236,Terra,MODIS,62,61.03,295.3,5.5,D,0
0.7948,100.3215,312.4,1,1,2025-07-24,236,Terra,MODIS,47,61.03,296.1,5.3,D,0
0.796,100.3128,315.8,1,1,2025-07-24,236,Terra,MODIS,69,61.03,296.2,8.1,D,0
0.8149,100.1816,313.4,1,1,2025-07-24,236,Terra,MODIS,65,61.03,295.5,7.2,D,0
0.8401,100.1939,312.6,1,1,2025-07-24,236,Terra,MODIS,63,61.03,297.6,5.2,D,0
0.8678,100.1262,312.5,1,1,2025-07-24,236,Terra,MODIS,41,61.03,298.5,5.8,D,0
1.1093,101.0134,317.8,1,1,2025-07-24,236,Terra,MODIS,70,61.03,297.5,9.2,D,0
1.1728,99.681,318.7,1,1,2025-07-24,236,Terra,MODIS,73,61.03,296.6,11.1,D,0
1.2269,99.6944,315.7,1,1,2025-07-24,236,Terra,MODIS,56,61.03,296.9,7.9,D,0
1.3049,99.5948,313.5,1,1,2025-07-24,236,Terra,MODIS,59,61.03,298.1,5.8,D,0
1.3597,101.9133,312.5,1,1,2025-07-24,236,Terra,MODIS,51,61.03,298.8,7.1,D,0
1.4984,101.1435,312.9,1,1,2025-07-24,236,Terra,MODIS,59,61.03,296.2,5.5,D,0
1.8454,99.6884,332.2,1,1,2025-07-24,236,Terra,MODIS,86,61.03,296.9,27.8,D,0
1.8564,103.0003,315.6,1.1,1.1,2025-07-24,236,Terra,MODIS,40,61.03,296.4,8.7,D,2
1.8667,100.6964,328.5,1,1,2025-07-24,236,Terra,MODIS,57,61.03,300.2,16,D,0
1.868,100.6877,339.1,1,1,2025-07-24,236,Terra,MODIS,83,61.03,300.6,30.5,D,0
1.8744,101.409,358.1,1,1,2025-07-24,236,Terra,MODIS,75,61.03,296.8,77.1,D,0
1.8894,100.664,324.3,1,1,2025-07-24,236,Terra,MODIS,31,61.03,299.2,12.3,D,0
1.9073,100.6819,328.8,1,1,2025-07-24,236,Terra,MODIS,38,61.03,301.1,16.3,D,0
1.9086,100.6731,341.1,1,1,2025-07-24,236,Terra,MODIS,86,61.03,301.2,35,D,0
1.9375,101.5498,313.5,1,1,2025-07-24,236,Terra,MODIS,45,61.03,299.9,6.9,D,0
1.9438,100.4907,319.5,1,1,2025-07-24,236,Terra,MODIS,73,61.03,298.1,10.5,D,0
2.0536,100.5566,316.7,1,1,2025-07-24,236,Terra,MODIS,69,61.03,300.3,6.8,D,0
2.0674,100.5228,319.9,1,1,2025-07-24,236,Terra,MODIS,74,61.03,302.9,9.1,D,0
2.1999,100.3685,322,1,1,2025-07-24,236,Terra,MODIS,77,61.03,298,13.5,D,0
2.2011,100.3597,315.7,1,1,2025-07-24,236,Terra,MODIS,68,61.03,297.9,7.7,D,0
2.2884,100.333,322.6,1,1,2025-07-24,236,Terra,MODIS,78,61.03,296.4,14.8,D,0
-1.1507,102.8029,309.1,1.2,1.1,2025-07-24,237,Terra,MODIS,54,61.03,294.2,5.6,D,0
-1.0699,103.4503,310.3,1.3,1.1,2025-07-24,237,Terra,MODIS,58,61.03,293.9,7.6,D,0
0.5586,100.0378,312,1,1,2025-07-24,237,Terra,MODIS,63,61.03,295.8,5.1,D,0
0.091,102.7009,310,3.5,1.8,2025-07-24,722,Aqua,MODIS,16,61.03,292.2,29.3,D,0
0.0976,102.8509,310.9,3.4,1.7,2025-07-24,722,Aqua,MODIS,35,61.03,293.2,35.4,D,0
-1.1668,102.8241,303.8,1.4,1.2,2025-07-24,1941,Aqua,MODIS,57,61.03,292.4,6.9,N,0
0.4711,101.3035,300.2,1.9,1.3,2025-07-24,1941,Aqua,MODIS,22,61.03,289.3,7,N,0
-1.1667,101.8075,315,1,1,2025-07-25,800,Aqua,MODIS,67,61.03,298.8,5.9,D,0
-1.122,102.8026,313.4,1,1,2025-07-25,800,Aqua,MODIS,59,61.03,291.1,8.7,D,0
-1.0265,102.3156,316.6,1,1,2025-07-25,800,Aqua,MODIS,69,61.03,296.3,8.2,D,0
-1.0076,102.3218,316.5,1,1,2025-07-25,800,Aqua,MODIS,59,61.03,297.4,8.6,D,0
-0.8852,101.6494,315,1,1,2025-07-25,800,Aqua,MODIS,63,61.03,293.5,8.1,D,0
-0.8839,101.6581,316.2,1,1,2025-07-25,800,Aqua,MODIS,60,61.03,292.2,9.5,D,0
-0.8782,102.3331,313.3,1,1,2025-07-25,800,Aqua,MODIS,63,61.03,297.8,6.3,D,0
-0.8769,102.3419,319.9,1,1,2025-07-25,800,Aqua,MODIS,74,61.03,298,12.1,D,0
-0.8059,101.3575,314.7,1,1,2025-07-25,800,Aqua,MODIS,67,61.03,294.2,7.5,D,0
-0.7808,101.3448,312,1,1,2025-07-25,800,Aqua,MODIS,61,61.03,295,5.5,D,0
-0.7693,101.4237,313.8,1,1,2025-07-25,800,Aqua,MODIS,65,61.03,294.9,6.6,D,0
-0.6929,100.5552,318,1,1,2025-07-25,800,Aqua,MODIS,63,61.03,294.2,12.3,D,0
-0.5634,102.6474,343.8,1,1,2025-07-25,800,Aqua,MODIS,92,61.03,297.5,45.5,D,0
0.5896,102.3262,303,1,1,2025-07-25,801,Aqua,MODIS,35,61.03,274.6,4.6,D,0
1.1999,99.6693,312.1,1.1,1,2025-07-25,801,Aqua,MODIS,50,61.03,271.8,11.9,D,0
-1.1707,102.8311,306.3,2.9,1.6,2025-07-25,1357,Terra,MODIS,68,61.03,290.2,27,N,0
2.3572,98.7729,313.7,2.7,1.6,2025-07-26,840,Aqua,MODIS,29,61.03,293.7,33.4,D,0
0.2721,100.4443,300.6,1,1,2025-07-26,1437,Terra,MODIS,31,61.03,279.5,4.3,N,0
0.2301,99.231,312.3,2.9,1.6,2025-07-27,740,Aqua,MODIS,0,61.03,292.1,27.4,D,0
0.2382,102.8993,314.1,1.5,1.2,2025-07-27,740,Aqua,MODIS,53,61.03,296.5,11.9,D,0
0.8521,102.1645,317.8,1.6,1.3,2025-07-27,740,Aqua,MODIS,29,61.03,299.3,16.8,D,0
0.9031,102.4871,313.1,1.5,1.2,2025-07-27,740,Aqua,MODIS,54,61.03,296.3,10.8,D,0
0.9138,102.4854,312.8,1.5,1.2,2025-07-27,740,Aqua,MODIS,41,61.03,296.5,10,D,0
1.0898,101.9807,315,1.7,1.3,2025-07-27,740,Aqua,MODIS,66,61.03,292.1,17.1,D,0
1.0929,101.9881,318,1.7,1.3,2025-07-27,740,Aqua,MODIS,67,61.03,293.4,20.1,D,0
1.3112,101.9875,313.5,1.6,1.3,2025-07-27,740,Aqua,MODIS,52,61.03,295.9,16.3,D,0
1.8527,102.9951,312.8,1.4,1.2,2025-07-27,740,Aqua,MODIS,50,61.03,296.9,9.1,D,2
1.9105,100.7572,313.2,2,1.4,2025-07-27,740,Aqua,MODIS,37,61.03,295,16.7,D,0
1.934,101.5378,313.8,1.7,1.3,2025-07-27,740,Aqua,MODIS,64,61.03,297.3,16.8,D,0
2.021,102.6731,315.8,1.4,1.2,2025-07-27,740,Aqua,MODIS,30,61.03,298.4,9.8,D,2
2.2484,102.4151,314.7,1.5,1.2,2025-07-27,740,Aqua,MODIS,49,61.03,298.6,10.2,D,0
2.49,102.321,321.7,1.5,1.2,2025-07-27,741,Aqua,MODIS,76,61.03,296.4,23.3,D,0
2.4919,102.3338,316.1,1.5,1.2,2025-07-27,741,Aqua,MODIS,50,61.03,296.2,14.1,D,0
0.2415,102.9235,319.4,1,1,2025-07-27,1959,Aqua,MODIS,98,61.03,293,17.1,N,0
0.2429,102.9146,306.6,1,1,2025-07-27,1959,Aqua,MODIS,69,61.03,291.6,6.8,N,0
0.7724,100.3696,309.1,1.1,1,2025-07-27,1959,Aqua,MODIS,76,61.03,292,9.3,N,0
0.7738,100.36,313.5,1.1,1,2025-07-27,1959,Aqua,MODIS,87,61.03,291.5,13.1,N,0
1.143,102.8372,304.5,1,1,2025-07-27,1959,Aqua,MODIS,60,61.03,293.6,4.7,N,0
1.1444,102.8285,305.4,1,1,2025-07-27,1959,Aqua,MODIS,64,61.03,293.7,5.3,N,0
0.7732,100.2977,318.6,1.3,1.1,2025-07-28,819,Aqua,MODIS,70,61.03,294.6,13.8,D,0
0.8623,100.1393,321.1,1.3,1.1,2025-07-28,819,Aqua,MODIS,74,61.03,298.7,17.4,D,0
1.7432,98.6987,321.5,1.1,1,2025-07-28,819,Aqua,MODIS,57,61.03,301.4,12.3,D,0
1.8636,99.7658,313.1,1.3,1.1,2025-07-28,819,Aqua,MODIS,58,61.03,296.7,7.2,D,0
1.9137,100.3968,315.9,1.4,1.2,2025-07-28,819,Aqua,MODIS,58,61.03,298.9,8.9,D,0
1.9222,100.3832,332.4,1.4,1.2,2025-07-28,819,Aqua,MODIS,85,61.03,299.7,38.4,D,0
1.9239,100.3953,343.6,1.4,1.2,2025-07-28,819,Aqua,MODIS,92,61.03,299.1,66.7,D,0
2.6419,98.7075,321.8,1.1,1.1,2025-07-28,819,Aqua,MODIS,57,61.03,306.1,7.5,D,0
2.69,98.7345,320.8,1.1,1.1,2025-07-28,819,Aqua,MODIS,64,61.03,303,8.8,D,0
0.2397,102.9203,310.2,1.1,1.1,2025-07-28,1418,Terra,MODIS,76,61.03,294.9,9.1,N,0
0.8667,100.1266,305.2,1.7,1.3,2025-07-28,1418,Terra,MODIS,23,61.03,286.7,16.2,N,0
0.8677,100.1317,311.5,1.7,1.3,2025-07-28,1418,Terra,MODIS,73,61.03,287.9,24.9,N,0
0.8687,100.1403,304.5,1.7,1.3,2025-07-28,1418,Terra,MODIS,25,61.03,288.5,15.4,N,0
0.9071,102.4888,311.2,1.2,1.1,2025-07-28,1418,Terra,MODIS,79,61.03,295.3,10,N,0
0.9085,102.4991,306.9,1.2,1.1,2025-07-28,1418,Terra,MODIS,59,61.03,294.8,6.2,N,0
0.9166,102.4874,307.8,1.2,1.1,2025-07-28,1418,Terra,MODIS,67,61.03,295.2,6.9,N,0
1.6765,101.4747,302.3,1.3,1.1,2025-07-28,1418,Terra,MODIS,47,61.03,290,3.3,N,2
1.919,100.4005,305.1,1.6,1.2,2025-07-28,1418,Terra,MODIS,14,61.03,292.3,7.2,N,0
1.9235,100.3783,310.9,1.6,1.2,2025-07-28,1418,Terra,MODIS,77,61.03,293.5,14.3,N,0
1.9254,100.392,310.6,1.6,1.2,2025-07-28,1418,Terra,MODIS,80,61.03,292.8,14.1,N,0
1.9278,100.3853,309.8,1.6,1.2,2025-07-28,1418,Terra,MODIS,78,61.03,293,13.5,N,0
2.2432,102.508,314,1.1,1.1,2025-07-28,1418,Terra,MODIS,86,61.03,294.8,12,N,0
2.2446,102.518,310.3,1.1,1.1,2025-07-28,1418,Terra,MODIS,76,61.03,295,8.5,N,0
2.4162,98.7892,301.3,2,1.4,2025-07-28,1418,Terra,MODIS,10,61.03,289.8,13.7,N,0
2.4247,98.7932,320.5,2,1.4,2025-07-28,1418,Terra,MODIS,100,61.03,290.5,54,N,0
2.6155,102.8544,305.8,1.1,1,2025-07-28,1418,Terra,MODIS,55,61.03,294.8,4.5,N,0
2.6003,98.649,300.1,2.1,1.4,2025-07-28,1419,Terra,MODIS,5,61.03,288,9.5,N,0
2.6028,98.6401,303,2.1,1.4,2025-07-28,1419,Terra,MODIS,52,61.03,288.8,15.3,N,0
0.8314,100.1876,313.5,1,1,2025-07-29,237,Terra,MODIS,56,61.03,297.8,6.2,D,0
0.8326,100.1788,323.2,1,1,2025-07-29,237,Terra,MODIS,79,61.03,297.8,15.4,D,0
0.8556,99.5664,312,1,1,2025-07-29,237,Terra,MODIS,44,61.03,299,6.8,D,2
0.8653,100.1388,314.8,1,1,2025-07-29,237,Terra,MODIS,62,61.03,299.9,7.2,D,0
0.8665,100.1301,314.9,1,1,2025-07-29,237,Terra,MODIS,55,61.03,300.5,7.6,D,0
0.9042,102.4938,314.1,1.1,1.1,2025-07-29,237,Terra,MODIS,38,61.03,296.7,7.7,D,0
0.9135,102.4951,321.5,1.1,1.1,2025-07-29,237,Terra,MODIS,76,61.03,297.5,16.1,D,0
1.473,103.9229,315.6,1.4,1.2,2025-07-29,237,Terra,MODIS,44,61.03,297.5,12.6,D,2
1.6706,101.4753,313.6,1,1,2025-07-29,237,Terra,MODIS,58,61.03,296.5,6.2,D,2
1.9184,100.3954,334.4,1,1,2025-07-29,237,Terra,MODIS,87,61.03,297.5,28.2,D,0
1.9197,100.3866,344.2,1,1,2025-07-29,237,Terra,MODIS,93,61.03,298.4,44.1,D,0
0.2434,102.59,311.9,4.1,1.9,2025-07-29,719,Aqua,MODIS,31,61.03,295,44,D,0
0.9067,102.4782,310.3,4,1.9,2025-07-29,720,Aqua,MODIS,34,61.03,292.3,39.5,D,0
0.0392,101.0767,305.5,2.1,1.4,2025-07-29,1457,Terra,MODIS,15,61.03,290.1,18.1,N,0
0.9132,102.4948,307.5,2.8,1.6,2025-07-29,1457,Terra,MODIS,72,61.03,292,26.9,N,0
1.124,101.0576,302.9,2.1,1.4,2025-07-29,1457,Terra,MODIS,52,61.03,292,10.5,N,0
0.9175,102.4982,314,1.8,1.3,2025-07-29,1938,Aqua,MODIS,88,61.03,293.6,25.9,N,0
2.5958,98.646,307.6,3,1.6,2025-07-30,316,Terra,MODIS,36,61.03,282.4,27.8,D,0
2.602,98.6286,306.1,3,1.6,2025-07-30,316,Terra,MODIS,20,61.03,285.5,25,D,0
-0.5753,104.3559,311,1.1,1,2025-07-30,758,Aqua,MODIS,45,61.03,296.2,5.4,D,0
-0.5676,102.6421,351.8,1,1,2025-07-30,758,Aqua,MODIS,96,61.03,297.6,59.5,D,0
-0.5663,102.6509,338.7,1,1,2025-07-30,758,Aqua,MODIS,90,61.03,295.9,34.7,D,0
-0.4924,102.7048,320.9,1,1,2025-07-30,758,Aqua,MODIS,67,61.03,295.6,12.3,D,0
-0.4911,102.7135,340.7,1,1,2025-07-30,758,Aqua,MODIS,86,61.03,296.6,38.4,D,0
-0.1195,104.6474,312.1,1.1,1.1,2025-07-30,758,Aqua,MODIS,0,61.03,297.9,6.4,D,0
0.3734,101.1874,316.6,1,1,2025-07-30,758,Aqua,MODIS,39,61.03,290.7,10,D,0
1.1211,101.0498,317.5,1,1,2025-07-30,758,Aqua,MODIS,40,61.03,274.2,12.8,D,0
1.1313,101.0575,321.9,1,1,2025-07-30,758,Aqua,MODIS,62,61.03,276.4,17.3,D,0
1.1693,100.0014,309.6,1.1,1.1,2025-07-30,758,Aqua,MODIS,44,61.03,283.8,8.5,D,0
1.702,100.1026,314.9,1.1,1.1,2025-07-30,758,Aqua,MODIS,66,61.03,295.4,7.8,D,0
1.8199,99.7104,317,1.2,1.1,2025-07-30,759,Aqua,MODIS,59,61.03,294.6,12.3,D,0
1.8316,99.7903,314.3,1.1,1.1,2025-07-30,759,Aqua,MODIS,53,61.03,296,7.6,D,0
1.8331,99.8001,314.8,1.1,1.1,2025-07-30,759,Aqua,MODIS,55,61.03,295.9,7.7,D,0
1.9168,99.5078,312.2,1.2,1.1,2025-07-30,759,Aqua,MODIS,51,61.03,284.5,11,D,0
1.9176,100.3796,319.5,1.1,1,2025-07-30,759,Aqua,MODIS,31,61.03,300.2,8.3,D,0
1.9183,99.518,330.3,1.2,1.1,2025-07-30,759,Aqua,MODIS,84,61.03,289.3,33.3,D,0
1.919,100.389,323.7,1.1,1,2025-07-30,759,Aqua,MODIS,59,61.03,302,12.9,D,0
1.9294,100.3971,366.9,1.1,1,2025-07-30,759,Aqua,MODIS,100,61.03,299.3,106.8,D,0
1.9799,100.6107,321.9,1.1,1,2025-07-30,759,Aqua,MODIS,75,61.03,297.7,13.2,D,0
2.1259,100.3493,322.7,1.1,1,2025-07-30,759,Aqua,MODIS,77,61.03,298.8,12.8,D,0
2.1273,100.3587,327.1,1.1,1,2025-07-30,759,Aqua,MODIS,81,61.03,299.2,18,D,0
2.2658,99.9857,318.6,1.1,1.1,2025-07-30,759,Aqua,MODIS,73,61.03,296.5,9.6,D,0
2.2672,99.9953,314.3,1.1,1,2025-07-30,759,Aqua,MODIS,58,61.03,295.3,5.5,D,0
1.8913,101.5685,308.4,1.4,1.2,2025-07-31,217,Terra,MODIS,60,61.03,286.7,8.9,D,0
0.9099,102.5019,319.4,1.2,1.1,2025-07-31,218,Terra,MODIS,79,61.03,278.9,19.9,D,0
1.7959,101.7207,306.8,1.1,1.1,2025-07-31,1438,Terra,MODIS,48,61.03,278.6,9.1,N,0
0.9133,102.5093,311.9,2.7,1.6,2025-08-01,257,Terra,MODIS,62,61.03,290,29.2,D,0
0.1052,102.2573,324.9,1.9,1.3,2025-08-01,737,Aqua,MODIS,81,61.03,291.6,47.8,D,0
0.1475,102.3828,311.3,1.8,1.3,2025-08-01,737,Aqua,MODIS,51,61.03,292.4,12.1,D,0
0.5622,100.1016,307.6,2.8,1.6,2025-08-01,738,Aqua,MODIS,46,61.03,285.8,20.9,D,0
0.5862,102.321,312.9,1.8,1.3,2025-08-01,738,Aqua,MODIS,67,61.03,295.4,18.6,D,0
1.3621,102.2784,313.3,1.8,1.3,2025-08-01,738,Aqua,MODIS,48,61.03,292.3,15.9,D,0
1.5944,100.8811,312.5,2.3,1.5,2025-08-01,738,Aqua,MODIS,60,61.03,291.9,22.7,D,0
1.7321,101.6099,322.9,2,1.4,2025-08-01,738,Aqua,MODIS,79,61.03,293.9,38.4,D,0
1.7347,101.6271,319.9,2,1.4,2025-08-01,738,Aqua,MODIS,76,61.03,293.4,30.1,D,0
1.7979,101.7218,316.3,1.9,1.4,2025-08-01,738,Aqua,MODIS,54,61.03,293.4,22.3,D,0
1.9035,100.6664,325.9,2.3,1.5,2025-08-01,738,Aqua,MODIS,69,61.03,292,53.3,D,0
1.9144,100.6599,329.3,2.3,1.5,2025-08-01,738,Aqua,MODIS,78,61.03,290.3,71.5,D,0
1.9165,100.6644,338.4,2.3,1.5,2025-08-01,738,Aqua,MODIS,84,61.03,289.2,113.8,D,0
1.9176,100.6801,322.8,2.3,1.5,2025-08-01,738,Aqua,MODIS,45,61.03,286.5,45.3,D,0
1.9278,100.4019,324.9,2.5,1.5,2025-08-01,738,Aqua,MODIS,79,61.03,290.7,59.3,D,0
1.9378,100.3784,321.8,2.5,1.5,2025-08-01,738,Aqua,MODIS,44,61.03,289.6,46.3,D,0
1.941,100.3999,338.5,2.5,1.5,2025-08-01,738,Aqua,MODIS,89,61.03,290.6,124.4,D,0
1.9443,100.4211,327.2,2.5,1.5,2025-08-01,738,Aqua,MODIS,44,61.03,289.6,62.5,D,0
2.2464,102.4148,314.4,1.7,1.3,2025-08-01,738,Aqua,MODIS,60,61.03,297.1,12.3,D,0
2.3781,102.3682,317,1.7,1.3,2025-08-01,738,Aqua,MODIS,70,61.03,297,17.2,D,0
2.3785,102.3732,315.7,1.7,1.3,2025-08-01,738,Aqua,MODIS,64,61.03,297,13.3,D,0
1.1285,101.0586,308.6,1.1,1.1,2025-08-01,1956,Aqua,MODIS,75,61.03,288.9,9.9,N,0
1.87,100.6777,319.9,1.2,1.1,2025-08-01,1956,Aqua,MODIS,99,61.03,288.8,22.1,N,0
1.9099,100.7734,308.2,1.2,1.1,2025-08-01,1956,Aqua,MODIS,74,61.03,288.4,10.7,N,0
1.9114,100.7631,300.2,1.2,1.1,2025-08-01,1956,Aqua,MODIS,12,61.03,287.2,4.6,N,0
1.9141,100.6793,343.2,1.2,1.1,2025-08-01,1956,Aqua,MODIS,100,61.03,293.9,59.8,N,0
1.9157,100.6689,334.9,1.2,1.1,2025-08-01,1956,Aqua,MODIS,100,61.03,292.8,43.2,N,0
1.9221,100.6909,339.2,1.2,1.1,2025-08-01,1956,Aqua,MODIS,100,61.03,293.3,51.1,N,0
1.9237,100.6806,339.5,1.2,1.1,2025-08-01,1956,Aqua,MODIS,100,61.03,293.8,51.3,N,0
1.9317,100.6923,314.9,1.2,1.1,2025-08-01,1956,Aqua,MODIS,48,61.03,290.5,13.6,N,0
1.9332,100.682,333.5,1.2,1.1,2025-08-01,1956,Aqua,MODIS,100,61.03,290.9,39.6,N,0
1.371,104.1605,313,2.1,1.4,2025-08-02,158,Terra,MODIS,43,61.03,294.4,14.9,D,0
-0.7078,100.5493,312.6,1.2,1.1,2025-08-02,816,Aqua,MODIS,47,61.03,292.3,9.6,D,0
0.1452,102.3891,316,1.6,1.2,2025-08-02,816,Aqua,MODIS,45,61.03,296,14,D,0
0.682,102.7546,321.2,1.7,1.3,2025-08-02,816,Aqua,MODIS,53,61.03,299.6,25.7,D,0
0.7191,100.1116,319,1.2,1.1,2025-08-02,816,Aqua,MODIS,73,61.03,292.8,15.5,D,0
1.5767,100.8122,322.1,1.3,1.1,2025-08-02,816,Aqua,MODIS,71,61.03,295.6,15,D,0
1.7351,101.6193,360.7,1.5,1.2,2025-08-02,816,Aqua,MODIS,100,61.03,300.5,141.8,D,0
1.8573,100.6943,329.3,1.3,1.1,2025-08-02,817,Aqua,MODIS,70,61.03,297.1,21.5,D,0
1.8589,100.7056,338,1.3,1.1,2025-08-02,817,Aqua,MODIS,89,61.03,297.8,39.9,D,0
1.9035,100.6646,333.7,1.3,1.1,2025-08-02,817,Aqua,MODIS,51,61.03,299.7,28,D,0
1.9049,100.6704,335.6,1.3,1.1,2025-08-02,817,Aqua,MODIS,69,61.03,300.2,30,D,0
1.9052,100.6759,328.8,1.3,1.1,2025-08-02,817,Aqua,MODIS,35,61.03,296.7,16,D,0
1.9086,100.7681,325.7,1.3,1.1,2025-08-02,817,Aqua,MODIS,58,61.03,295,21.4,D,0
1.9148,100.6689,341.7,1.3,1.1,2025-08-02,817,Aqua,MODIS,87,61.03,300.8,45.4,D,0
1.9231,100.6563,342.8,1.3,1.1,2025-08-02,817,Aqua,MODIS,92,61.03,296.2,50.1,D,0
1.9233,100.1789,312,1.2,1.1,2025-08-02,817,Aqua,MODIS,62,61.03,289.8,4.9,D,0
1.9362,100.6774,349.1,1.3,1.1,2025-08-02,817,Aqua,MODIS,95,61.03,296.5,70.1,D,0
1.937,100.4061,334.3,1.2,1.1,2025-08-02,817,Aqua,MODIS,69,61.03,299.4,29.8,D,0
1.9386,100.417,333.6,1.2,1.1,2025-08-02,817,Aqua,MODIS,71,61.03,298.3,29.6,D,0
1.9449,100.4606,327.3,1.3,1.1,2025-08-02,817,Aqua,MODIS,82,61.03,298.3,21.3,D,0
1.9483,100.4156,322.6,1.2,1.1,2025-08-02,817,Aqua,MODIS,61,61.03,296.2,13.7,D,0
1.9578,100.5487,318.7,1.3,1.1,2025-08-02,817,Aqua,MODIS,72,61.03,296.8,11.2,D,0
1.9594,100.5597,323,1.3,1.1,2025-08-02,817,Aqua,MODIS,77,61.03,298.7,17.2,D,0
1.9628,100.5141,317.8,1.3,1.1,2025-08-02,817,Aqua,MODIS,71,61.03,296.6,9.1,D,0
1.9693,100.5583,328.2,1.3,1.1,2025-08-02,817,Aqua,MODIS,82,61.03,296.9,23.9,D,0
2.0261,99.7531,328.5,1.1,1.1,2025-08-02,817,Aqua,MODIS,78,61.03,289.2,26.9,D,0
2.0275,99.7629,315.2,1.1,1.1,2025-08-02,817,Aqua,MODIS,65,61.03,290.7,9.3,D,0
2.077,100.3734,321.5,1.2,1.1,2025-08-02,817,Aqua,MODIS,75,61.03,295.3,12.9,D,0
2.1127,100.3461,325.4,1.2,1.1,2025-08-02,817,Aqua,MODIS,79,61.03,293.8,18.4,D,0
2.1143,100.3569,320.2,1.2,1.1,2025-08-02,817,Aqua,MODIS,73,61.03,292.7,11.2,D,0
2.1224,100.3447,323.9,1.2,1.1,2025-08-02,817,Aqua,MODIS,77,61.03,293.5,16.6,D,0
2.124,100.3555,332.9,1.2,1.1,2025-08-02,817,Aqua,MODIS,85,61.03,294,32.2,D,0
-1.0475,103.4399,304.8,1.1,1,2025-08-02,1418,Terra,MODIS,62,61.03,290.9,5.4,N,0
1.1252,101.0567,303.6,1.4,1.2,2025-08-02,1419,Terra,MODIS,56,61.03,287.8,7.7,N,0
1.3473,101.2548,312.2,1.3,1.1,2025-08-02,1419,Terra,MODIS,84,61.03,285.1,14.1,N,0
1.349,101.2664,320.4,1.3,1.1,2025-08-02,1419,Terra,MODIS,100,61.03,285.8,24.9,N,0
1.5574,99.5605,301.3,1.8,1.3,2025-08-02,1419,Terra,MODIS,40,61.03,286.7,6.7,N,0
1.5756,100.7619,301.4,1.4,1.2,2025-08-02,1419,Terra,MODIS,33,61.03,283.6,5.5,N,0
1.5817,100.7552,305.2,1.4,1.2,2025-08-02,1419,Terra,MODIS,63,61.03,283.7,9.5,N,0
1.5832,99.5063,316,1.8,1.3,2025-08-02,1419,Terra,MODIS,92,61.03,285.9,30.3,N,0
1.5853,99.5213,309.7,1.8,1.3,2025-08-02,1419,Terra,MODIS,78,61.03,286.4,18.7,N,0
1.5856,99.5117,323.9,1.8,1.3,2025-08-02,1419,Terra,MODIS,100,61.03,286.2,47.8,N,0
1.7355,101.612,323.7,1.2,1.1,2025-08-02,1419,Terra,MODIS,100,61.03,278.9,29.6,N,0
1.7371,101.6229,339.1,1.2,1.1,2025-08-02,1419,Terra,MODIS,100,61.03,280.7,57.9,N,0
