latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,pixel_x,pixel_y,inside_image,kabupaten,kecamatan,sampled_probability,min_distance_px,min_distance_km,match_1km,match_3km,match_5km
2.0508,100.5541,306.1,2,1.4,2025-07-19,1943,Aqua,MODIS,41,61.03,291.5,16.3,N,0,462.379,142.376,True,Rokan Hilir,,0.520291,,,False,False,False
2.0565,100.5652,302.6,2,1.4,2025-07-19,1943,Aqua,MODIS,50,61.03,291.7,11.8,N,0,464.545,141.263,True,Rokan Hilir,,0.520291,,,False,False,False
2.0591,100.5481,308.6,2,1.4,2025-07-19,1943,Aqua,MODIS,69,61.03,292,20.8,N,0,461.208,140.755,True,Rokan Hilir,,0.520291,,,False,False,False
2.0629,100.5558,304.8,2,1.4,2025-07-19,1943,Aqua,MODIS,35,61.03,292,14.1,N,0,462.711,140.013,True,Rokan Hilir,,0.520291,,,False,False,False
2.0678,100.5212,312.7,2,1.4,2025-07-19,1943,Aqua,MODIS,81,61.03,293.1,28.7,N,0,455.96,139.056,True,Rokan Hilir,,0.520291,,,False,False,False
2.0738,100.5325,310.8,2,1.4,2025-07-19,1943,Aqua,MODIS,32,61.03,293.9,23.9,N,0,458.164,137.885,True,Rokan Hilir,,0.520291,,,False,False,False
2.1448,101.0453,314.1,1.8,1.3,2025-07-19,1943,Aqua,MODIS,88,61.03,293.1,27.4,N,0,558.217,124.023,True,Kota Dumai,,0.461042,,,False,False,False
2.1563,101.0469,304.1,1.8,1.3,2025-07-19,1943,Aqua,MODIS,58,61.03,292.8,11.2,N,0,558.529,121.777,True,Kota Dumai,,0.410239,,,False,False,False
2.495,100.2783,315,2.1,1.4,2025-07-19,1943,Aqua,MODIS,74,61.03,288.5,37.9,N,0,408.567,55.639,True,,,0.520291,,,False,False,False
2.5074,100.28,332.6,2.1,1.4,2025-07-19,1943,Aqua,MODIS,100,61.03,291.3,94.5,N,0,408.899,53.217,True,,,0.520291,,,False,False,False
2.5199,100.2818,308.8,2.1,1.4,2025-07-19,1943,Aqua,MODIS,13,61.03,289.4,22.9,N,0,409.25,50.776,True,,,0.520291,,,False,False,False
2.5377,100.2465,310.6,2.1,1.4,2025-07-19,1943,Aqua,MODIS,32,61.03,288.3,27.7,N,0,402.363,47.3,True,,,0.40095,,,False,False,False
-0.1504,101.0656,307.8,1.7,1.3,2025-07-19,1944,Aqua,MODIS,72,61.03,283.6,18.5,N,0,562.178,571.938,True,Kampar,,0.40095,,,False,False,False
-0.1483,101.0517,308.6,1.7,1.3,2025-07-19,1944,Aqua,MODIS,75,61.03,283.6,20,N,0,559.466,571.528,True,Kampar,,0.410239,,,False,False,False
-0.0516,100.7995,306.9,1.7,1.3,2025-07-19,1944,Aqua,MODIS,70,61.03,286,16.7,N,0,510.259,552.661,True,Kampar,,0.52018,,,False,False,False
-0.0494,100.7852,302.4,1.8,1.3,2025-07-19,1944,Aqua,MODIS,49,61.03,285.4,11.2,N,0,507.469,552.232,True,Kampar,,0.520282,,,False,False,False
